2023-08-04 21:37:26,005 - ALEXANDERBAAI - INFO - TCN model training started at ALEXANDERBAAI
2023-08-04 21:37:26,230 - ALEXANDERBAAI - INFO - tcnTrain :TCN Model on split 1/47 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 21:37:37,138 - ALEXANDERBAAI - INFO - tcnTrain : TCN training done on split 1/47 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 21:37:37,140 - ALEXANDERBAAI - INFO - tcnTrain : TCN training finished at ALEXANDERBAAI
2023-08-04 21:56:02,438 - ALEXANDERBAAI - INFO - TCN model training started at ALEXANDERBAAI
2023-08-04 21:56:02,612 - ALEXANDERBAAI - INFO - tcnTrain :TCN Model on split 1/1 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 21:56:10,666 - ALEXANDERBAAI - INFO - tcnTrain : TCN training done on split 1/47 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 21:56:10,668 - ALEXANDERBAAI - INFO - tcnTrain : TCN training finished at ALEXANDERBAAI
2023-08-04 22:08:42,504 - ALEXANDERBAAI - INFO - TCN model training started at ALEXANDERBAAI
2023-08-04 22:08:42,737 - ALEXANDERBAAI - INFO - tcnTrain :TCN Model on split 1/1 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 22:08:52,838 - ALEXANDERBAAI - INFO - tcnTrain : TCN training done on split 1/1 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 22:08:52,841 - ALEXANDERBAAI - INFO - tcnTrain : TCN training finished at ALEXANDERBAAI
2023-08-04 22:19:35,799 - ALEXANDERBAAI - INFO - TCN model training started at ALEXANDERBAAI
2023-08-04 22:19:35,959 - ALEXANDERBAAI - INFO - tcnTrain :TCN Model on split 1/1 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 22:19:42,978 - ALEXANDERBAAI - INFO - tcnTrain : TCN training done on split 1/1 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 22:19:42,980 - ALEXANDERBAAI - INFO - tcnTrain : TCN training finished at ALEXANDERBAAI
2023-08-04 22:39:38,926 - ALEXANDERBAAI - INFO - TCN model training started at ALEXANDERBAAI
2023-08-04 22:39:39,107 - ALEXANDERBAAI - INFO - tcnTrain :TCN Model on split 1/1 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 22:39:51,984 - ALEXANDERBAAI - INFO - Saving the actual vs predicted comparison to a CSV file.
2023-08-04 22:40:53,105 - ALEXANDERBAAI - INFO - Date 2010-01-17 15:00:00 Index 399 - Actual: 0.7043478260869567, Predicted: -0.029036547988653183
2023-08-04 22:40:53,220 - ALEXANDERBAAI - INFO - Date 2010-01-17 16:00:00 Index 400 - Actual: 0.6695652173913043, Predicted: 0.5751312971115112
2023-08-04 22:40:53,343 - ALEXANDERBAAI - INFO - Date 2010-01-17 17:00:00 Index 401 - Actual: 0.5130434782608695, Predicted: -0.4058666527271271
2023-08-04 22:40:53,458 - ALEXANDERBAAI - INFO - Date 2010-01-17 18:00:00 Index 402 - Actual: 0.30434782608695654, Predicted: -0.7544480562210083
2023-08-04 22:40:53,580 - ALEXANDERBAAI - INFO - Date 2010-01-17 19:00:00 Index 403 - Actual: 0.28695652173913055, Predicted: 0.33395570516586304
2023-08-04 22:40:53,698 - ALEXANDERBAAI - INFO - Date 2010-01-17 20:00:00 Index 404 - Actual: 0.26956521739130435, Predicted: -0.9337358474731445
2023-08-04 22:40:53,821 - ALEXANDERBAAI - INFO - Date 2010-01-17 21:00:00 Index 405 - Actual: 0.7130434782608694, Predicted: -0.883497953414917
2023-08-04 22:40:53,936 - ALEXANDERBAAI - INFO - Date 2010-01-17 22:00:00 Index 406 - Actual: 0.7826086956521738, Predicted: 0.5399513244628906
2023-08-04 22:40:54,060 - ALEXANDERBAAI - INFO - Date 2010-01-17 23:00:00 Index 407 - Actual: 0.791304347826087, Predicted: -0.5332404375076294
2023-08-04 22:40:54,175 - ALEXANDERBAAI - INFO - Date 2010-01-18 00:00:00 Index 408 - Actual: 0.791304347826087, Predicted: -0.7758914828300476
2023-08-04 22:40:54,322 - ALEXANDERBAAI - INFO - Date 2010-01-18 01:00:00 Index 409 - Actual: 0.8608695652173912, Predicted: 0.566462516784668
2023-08-04 22:40:54,450 - ALEXANDERBAAI - INFO - Date 2010-01-18 02:00:00 Index 410 - Actual: 0.791304347826087, Predicted: -0.3591578006744385
2023-08-04 22:40:54,582 - ALEXANDERBAAI - INFO - Date 2010-01-18 03:00:00 Index 411 - Actual: 0.07826086956521738, Predicted: -0.7555325031280518
2023-08-04 22:40:54,703 - ALEXANDERBAAI - INFO - Date 2010-01-18 04:00:00 Index 412 - Actual: 0.20000000000000018, Predicted: 0.42018604278564453
2023-08-04 22:40:54,835 - ALEXANDERBAAI - INFO - Date 2010-01-18 05:00:00 Index 413 - Actual: 0.40000000000000013, Predicted: -0.9114543199539185
2023-08-04 22:40:54,959 - ALEXANDERBAAI - INFO - Date 2010-01-18 06:00:00 Index 414 - Actual: 0.40000000000000013, Predicted: -0.7578515410423279
2023-08-04 22:40:55,087 - ALEXANDERBAAI - INFO - Date 2010-01-18 07:00:00 Index 415 - Actual: 0.3913043478260869, Predicted: 0.42482227087020874
2023-08-04 22:40:55,212 - ALEXANDERBAAI - INFO - Date 2010-01-18 08:00:00 Index 416 - Actual: 0.40000000000000013, Predicted: -0.9058980345726013
2023-08-04 22:40:55,348 - ALEXANDERBAAI - INFO - Date 2010-01-18 09:00:00 Index 417 - Actual: 0.26956521739130435, Predicted: -0.7401409149169922
2023-08-04 22:40:55,469 - ALEXANDERBAAI - INFO - Date 2010-01-18 10:00:00 Index 418 - Actual: 0.3913043478260869, Predicted: 0.3372471034526825
2023-08-04 22:40:55,613 - ALEXANDERBAAI - INFO - Date 2010-01-18 11:00:00 Index 419 - Actual: 0.5739130434782611, Predicted: -0.9301485419273376
2023-08-04 22:40:55,749 - ALEXANDERBAAI - INFO - Date 2010-01-18 12:00:00 Index 420 - Actual: 0.8521739130434782, Predicted: -0.7992020845413208
2023-08-04 22:40:55,882 - ALEXANDERBAAI - INFO - Date 2010-01-18 13:00:00 Index 421 - Actual: 0.7652173913043478, Predicted: 0.5287759304046631
2023-08-04 22:40:56,003 - ALEXANDERBAAI - INFO - Date 2010-01-18 14:00:00 Index 422 - Actual: 0.7565217391304346, Predicted: -0.5390494465827942
2023-08-04 22:40:56,130 - ALEXANDERBAAI - INFO - Date 2010-01-18 15:00:00 Index 423 - Actual: 0.20869565217391317, Predicted: -0.7663330435752869
2023-08-04 22:40:56,245 - ALEXANDERBAAI - INFO - Date 2010-01-18 16:00:00 Index 424 - Actual: 0.26956521739130435, Predicted: 0.39367350935935974
2023-08-04 22:40:56,391 - ALEXANDERBAAI - INFO - Date 2010-01-18 17:00:00 Index 425 - Actual: 0.3913043478260869, Predicted: -0.9134634137153625
2023-08-04 22:40:56,524 - ALEXANDERBAAI - INFO - Date 2010-01-18 18:00:00 Index 426 - Actual: 0.09565217391304337, Predicted: -0.758681058883667
2023-08-04 22:40:56,659 - ALEXANDERBAAI - INFO - Date 2010-01-18 19:00:00 Index 427 - Actual: 0.08695652173913038, Predicted: 0.4334477484226227
2023-08-04 22:40:56,782 - ALEXANDERBAAI - INFO - Date 2010-01-18 20:00:00 Index 428 - Actual: 0.09565217391304337, Predicted: -0.9194666743278503
2023-08-04 22:40:56,943 - ALEXANDERBAAI - INFO - Date 2010-01-18 21:00:00 Index 429 - Actual: 0.808695652173913, Predicted: -0.28533935546875
2023-08-04 22:40:57,110 - ALEXANDERBAAI - INFO - Date 2010-01-18 22:00:00 Index 430 - Actual: 0.817391304347826, Predicted: 0.462574303150177
2023-08-04 22:40:57,277 - ALEXANDERBAAI - INFO - Date 2010-01-18 23:00:00 Index 431 - Actual: 0.791304347826087, Predicted: -0.3230186402797699
2023-08-04 22:40:57,410 - ALEXANDERBAAI - INFO - Date 2010-01-19 00:00:00 Index 432 - Actual: 0.24347826086956537, Predicted: -0.6518431901931763
2023-08-04 22:40:57,562 - ALEXANDERBAAI - INFO - Date 2010-01-19 01:00:00 Index 433 - Actual: 0.19130434782608696, Predicted: 0.4862779974937439
2023-08-04 22:40:57,708 - ALEXANDERBAAI - INFO - Date 2010-01-19 02:00:00 Index 434 - Actual: 0.14782608695652177, Predicted: -0.8181526064872742
2023-08-04 22:40:57,847 - ALEXANDERBAAI - INFO - Date 2010-01-19 03:00:00 Index 435 - Actual: 0.3913043478260869, Predicted: -0.7249892950057983
2023-08-04 22:40:57,988 - ALEXANDERBAAI - INFO - Date 2010-01-19 04:00:00 Index 436 - Actual: 0.4347826086956521, Predicted: 0.4378893971443176
2023-08-04 22:40:58,136 - ALEXANDERBAAI - INFO - Date 2010-01-19 05:00:00 Index 437 - Actual: 0.4347826086956521, Predicted: -0.8685116171836853
2023-08-04 22:40:58,285 - ALEXANDERBAAI - INFO - Date 2010-01-19 06:00:00 Index 438 - Actual: 0.4869565217391305, Predicted: -0.8329766392707825
2023-08-04 22:40:58,410 - ALEXANDERBAAI - INFO - Date 2010-01-19 07:00:00 Index 439 - Actual: 0.5826086956521739, Predicted: 0.39286094903945923
2023-08-04 22:40:58,527 - ALEXANDERBAAI - INFO - Date 2010-01-19 08:00:00 Index 440 - Actual: 0.7043478260869567, Predicted: -0.8797966837882996
2023-08-04 22:40:58,650 - ALEXANDERBAAI - INFO - Date 2010-01-19 09:00:00 Index 441 - Actual: 0.808695652173913, Predicted: -0.5276567339897156
2023-08-04 22:40:58,767 - ALEXANDERBAAI - INFO - Date 2010-01-19 10:00:00 Index 442 - Actual: 0.8434782608695652, Predicted: 0.5220253467559814
2023-08-04 22:40:58,913 - ALEXANDERBAAI - INFO - Date 2010-01-19 11:00:00 Index 443 - Actual: 0.808695652173913, Predicted: -0.29144081473350525
2023-08-04 22:40:59,033 - ALEXANDERBAAI - INFO - Date 2010-01-19 12:00:00 Index 444 - Actual: 0.5826086956521739, Predicted: -0.5202661752700806
2023-08-04 22:40:59,181 - ALEXANDERBAAI - INFO - Date 2010-01-19 13:00:00 Index 445 - Actual: 0.643478260869565, Predicted: 0.27805420756340027
2023-08-04 22:40:59,327 - ALEXANDERBAAI - INFO - Date 2010-01-19 14:00:00 Index 446 - Actual: 0.6695652173913043, Predicted: -0.32544082403182983
2023-08-04 22:40:59,327 - ALEXANDERBAAI - INFO - tcnTrain : TCN training done on split 1/1 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 22:40:59,330 - ALEXANDERBAAI - INFO - tcnTrain : TCN training finished at ALEXANDERBAAI
2023-08-04 22:43:34,107 - ALEXANDERBAAI - INFO - TCN model training started at ALEXANDERBAAI
2023-08-04 22:43:34,288 - ALEXANDERBAAI - INFO - tcnTrain :TCN Model on split 1/1 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 22:43:45,150 - ALEXANDERBAAI - INFO - Saving the actual vs predicted comparison to a CSV file.
2023-08-04 22:43:45,350 - ALEXANDERBAAI - INFO - Date 2010-01-01 00:00:00 Index 0 - Actual: 0.40000000000000013, Predicted: -0.3494243323802948
2023-08-04 22:43:45,543 - ALEXANDERBAAI - INFO - Date 2010-01-01 01:00:00 Index 1 - Actual: 0.4173913043478261, Predicted: 4.136074066162109
2023-08-04 22:43:45,713 - ALEXANDERBAAI - INFO - Date 2010-01-01 02:00:00 Index 2 - Actual: 0.4173913043478261, Predicted: -0.37171071767807007
2023-08-04 22:43:45,870 - ALEXANDERBAAI - INFO - Date 2010-01-01 03:00:00 Index 3 - Actual: 0.3391304347826085, Predicted: -0.46454793214797974
2023-08-04 22:43:46,018 - ALEXANDERBAAI - INFO - Date 2010-01-01 04:00:00 Index 4 - Actual: 0.35652173913043494, Predicted: 4.202352046966553
2023-08-04 22:43:46,163 - ALEXANDERBAAI - INFO - Date 2010-01-01 05:00:00 Index 5 - Actual: 0.3913043478260869, Predicted: -0.3951304852962494
2023-08-04 22:43:46,339 - ALEXANDERBAAI - INFO - Date 2010-01-01 06:00:00 Index 6 - Actual: 0.3913043478260869, Predicted: -0.4918898642063141
2023-08-04 22:43:46,506 - ALEXANDERBAAI - INFO - Date 2010-01-01 07:00:00 Index 7 - Actual: 0.40000000000000013, Predicted: 4.030341625213623
2023-08-04 22:43:46,683 - ALEXANDERBAAI - INFO - Date 2010-01-01 08:00:00 Index 8 - Actual: 0.3826086956521737, Predicted: -0.45729491114616394
2023-08-04 22:43:46,871 - ALEXANDERBAAI - INFO - Date 2010-01-01 09:00:00 Index 9 - Actual: 0.3217391304347825, Predicted: -0.6066185832023621
2023-08-04 22:43:47,024 - ALEXANDERBAAI - INFO - Date 2010-01-01 10:00:00 Index 10 - Actual: 0.30434782608695654, Predicted: 4.084261417388916
2023-08-04 22:43:47,178 - ALEXANDERBAAI - INFO - Date 2010-01-01 11:00:00 Index 11 - Actual: 0.28695652173913055, Predicted: -0.31549227237701416
2023-08-04 22:43:47,325 - ALEXANDERBAAI - INFO - Date 2010-01-01 12:00:00 Index 12 - Actual: 0.3217391304347825, Predicted: -0.3823641836643219
2023-08-04 22:43:47,474 - ALEXANDERBAAI - INFO - Date 2010-01-01 13:00:00 Index 13 - Actual: 0.26956521739130435, Predicted: 4.289790153503418
2023-08-04 22:43:47,653 - ALEXANDERBAAI - INFO - Date 2010-01-01 14:00:00 Index 14 - Actual: 0.24347826086956537, Predicted: -0.013729983940720558
2023-08-04 22:43:47,807 - ALEXANDERBAAI - INFO - Date 2010-01-01 15:00:00 Index 15 - Actual: 0.4347826086956521, Predicted: -0.5341034531593323
2023-08-04 22:43:48,000 - ALEXANDERBAAI - INFO - Date 2010-01-01 16:00:00 Index 16 - Actual: 0.4347826086956521, Predicted: 3.944286346435547
2023-08-04 22:43:48,158 - ALEXANDERBAAI - INFO - Date 2010-01-01 17:00:00 Index 17 - Actual: 0.3913043478260869, Predicted: -0.5892747640609741
2023-08-04 22:43:48,330 - ALEXANDERBAAI - INFO - Date 2010-01-01 18:00:00 Index 18 - Actual: 0.7826086956521738, Predicted: -0.18274159729480743
2023-08-04 22:43:48,492 - ALEXANDERBAAI - INFO - Date 2010-01-01 19:00:00 Index 19 - Actual: 0.791304347826087, Predicted: 4.191189765930176
2023-08-04 22:43:48,632 - ALEXANDERBAAI - INFO - Date 2010-01-01 20:00:00 Index 20 - Actual: 0.8608695652173912, Predicted: -0.234726682305336
2023-08-04 22:43:48,762 - ALEXANDERBAAI - INFO - Date 2010-01-01 21:00:00 Index 21 - Actual: 0.6869565217391302, Predicted: -0.04748225212097168
2023-08-04 22:43:48,893 - ALEXANDERBAAI - INFO - Date 2010-01-01 22:00:00 Index 22 - Actual: 0.6608695652173915, Predicted: 4.001843452453613
2023-08-04 22:43:49,036 - ALEXANDERBAAI - INFO - Date 2010-01-01 23:00:00 Index 23 - Actual: 0.6956521739130435, Predicted: -0.03302379325032234
2023-08-04 22:43:49,179 - ALEXANDERBAAI - INFO - Date 2010-01-02 00:00:00 Index 24 - Actual: 0.8434782608695652, Predicted: -0.05001204460859299
2023-08-04 22:43:49,310 - ALEXANDERBAAI - INFO - Date 2010-01-02 01:00:00 Index 25 - Actual: 0.808695652173913, Predicted: 3.8762221336364746
2023-08-04 22:43:49,443 - ALEXANDERBAAI - INFO - Date 2010-01-02 02:00:00 Index 26 - Actual: 0.7739130434782608, Predicted: 0.024427207186818123
2023-08-04 22:43:49,576 - ALEXANDERBAAI - INFO - Date 2010-01-02 03:00:00 Index 27 - Actual: 0.24347826086956537, Predicted: -0.4342702627182007
2023-08-04 22:43:49,708 - ALEXANDERBAAI - INFO - Date 2010-01-02 04:00:00 Index 28 - Actual: 0.21739130434782616, Predicted: 3.9978091716766357
2023-08-04 22:43:49,846 - ALEXANDERBAAI - INFO - Date 2010-01-02 05:00:00 Index 29 - Actual: 0.20000000000000018, Predicted: -0.31733909249305725
2023-08-04 22:43:49,987 - ALEXANDERBAAI - INFO - Date 2010-01-02 06:00:00 Index 30 - Actual: 0.17391304347826098, Predicted: -0.6016025543212891
2023-08-04 22:43:50,136 - ALEXANDERBAAI - INFO - Date 2010-01-02 07:00:00 Index 31 - Actual: 0.14782608695652177, Predicted: 4.064091682434082
2023-08-04 22:43:50,282 - ALEXANDERBAAI - INFO - Date 2010-01-02 08:00:00 Index 32 - Actual: 0.12173913043478257, Predicted: -0.17962659895420074
2023-08-04 22:43:50,422 - ALEXANDERBAAI - INFO - Date 2010-01-02 09:00:00 Index 33 - Actual: 0.4347826086956521, Predicted: -0.49744102358818054
2023-08-04 22:43:50,554 - ALEXANDERBAAI - INFO - Date 2010-01-02 10:00:00 Index 34 - Actual: 0.6086956521739131, Predicted: 4.017964839935303
2023-08-04 22:43:50,686 - ALEXANDERBAAI - INFO - Date 2010-01-02 11:00:00 Index 35 - Actual: 0.5826086956521739, Predicted: -0.1274629831314087
2023-08-04 22:43:50,822 - ALEXANDERBAAI - INFO - Date 2010-01-02 12:00:00 Index 36 - Actual: 0.4956521739130435, Predicted: -0.3931252062320709
2023-08-04 22:43:50,976 - ALEXANDERBAAI - INFO - Date 2010-01-02 13:00:00 Index 37 - Actual: 0.4347826086956521, Predicted: 4.210265636444092
2023-08-04 22:43:51,125 - ALEXANDERBAAI - INFO - Date 2010-01-02 14:00:00 Index 38 - Actual: 0.4086956521739129, Predicted: -0.3024800717830658
2023-08-04 22:43:51,271 - ALEXANDERBAAI - INFO - Date 2010-01-02 15:00:00 Index 39 - Actual: 0.7217391304347827, Predicted: 0.005659822374582291
2023-08-04 22:43:51,406 - ALEXANDERBAAI - INFO - Date 2010-01-02 16:00:00 Index 40 - Actual: 0.7043478260869567, Predicted: 3.715358257293701
2023-08-04 22:43:51,540 - ALEXANDERBAAI - INFO - Date 2010-01-02 17:00:00 Index 41 - Actual: 0.6695652173913043, Predicted: 0.11069292575120926
2023-08-04 22:43:51,676 - ALEXANDERBAAI - INFO - Date 2010-01-02 18:00:00 Index 42 - Actual: 0.08695652173913038, Predicted: -0.495085209608078
2023-08-04 22:43:51,816 - ALEXANDERBAAI - INFO - Date 2010-01-02 19:00:00 Index 43 - Actual: 0.09565217391304337, Predicted: 4.045315265655518
2023-08-04 22:43:51,960 - ALEXANDERBAAI - INFO - Date 2010-01-02 20:00:00 Index 44 - Actual: 0.07826086956521738, Predicted: -0.21443192660808563
2023-08-04 22:43:52,101 - ALEXANDERBAAI - INFO - Date 2010-01-02 21:00:00 Index 45 - Actual: 0.40000000000000013, Predicted: -0.4210011661052704
2023-08-04 22:43:52,243 - ALEXANDERBAAI - INFO - Date 2010-01-02 22:00:00 Index 46 - Actual: 0.40000000000000013, Predicted: 4.123584270477295
2023-08-04 22:43:52,383 - ALEXANDERBAAI - INFO - Date 2010-01-02 23:00:00 Index 47 - Actual: 0.4173913043478261, Predicted: -0.37512457370758057
2023-08-04 22:43:52,524 - ALEXANDERBAAI - INFO - Date 2010-01-03 00:00:00 Index 48 - Actual: 0.3913043478260869, Predicted: -0.4221254587173462
2023-08-04 22:43:52,665 - ALEXANDERBAAI - INFO - Date 2010-01-03 01:00:00 Index 49 - Actual: 0.4782608695652173, Predicted: 4.0927653312683105
2023-08-04 22:43:52,809 - ALEXANDERBAAI - INFO - Date 2010-01-03 02:00:00 Index 50 - Actual: 0.6173913043478263, Predicted: -0.43758702278137207
2023-08-04 22:43:52,951 - ALEXANDERBAAI - INFO - Date 2010-01-03 03:00:00 Index 51 - Actual: 0.7304347826086954, Predicted: 0.06565777212381363
2023-08-04 22:43:53,092 - ALEXANDERBAAI - INFO - Date 2010-01-03 04:00:00 Index 52 - Actual: 0.6521739130434783, Predicted: 4.023348808288574
2023-08-04 22:43:53,228 - ALEXANDERBAAI - INFO - Date 2010-01-03 05:00:00 Index 53 - Actual: 0.5391304347826087, Predicted: 0.03967684879899025
2023-08-04 22:43:53,367 - ALEXANDERBAAI - INFO - Date 2010-01-03 06:00:00 Index 54 - Actual: 0.26956521739130435, Predicted: -0.48446759581565857
2023-08-04 22:43:53,524 - ALEXANDERBAAI - INFO - Date 2010-01-03 07:00:00 Index 55 - Actual: 0.4608695652173913, Predicted: 3.9251677989959717
2023-08-04 22:43:53,661 - ALEXANDERBAAI - INFO - Date 2010-01-03 08:00:00 Index 56 - Actual: 0.5913043478260871, Predicted: -0.31604835391044617
2023-08-04 22:43:53,796 - ALEXANDERBAAI - INFO - Date 2010-01-03 09:00:00 Index 57 - Actual: 0.6086956521739131, Predicted: -0.24940432608127594
2023-08-04 22:43:53,970 - ALEXANDERBAAI - INFO - Date 2010-01-03 10:00:00 Index 58 - Actual: 0.5826086956521739, Predicted: 3.8905739784240723
2023-08-04 22:43:54,143 - ALEXANDERBAAI - INFO - Date 2010-01-03 11:00:00 Index 59 - Actual: 0.5826086956521739, Predicted: -0.21616782248020172
2023-08-04 22:43:54,338 - ALEXANDERBAAI - INFO - Date 2010-01-03 12:00:00 Index 60 - Actual: 0.20000000000000018, Predicted: -0.46358397603034973
2023-08-04 22:43:54,585 - ALEXANDERBAAI - INFO - Date 2010-01-03 13:00:00 Index 61 - Actual: 0.40000000000000013, Predicted: 4.098521709442139
2023-08-04 22:43:54,879 - ALEXANDERBAAI - INFO - Date 2010-01-03 14:00:00 Index 62 - Actual: 0.4695652173913043, Predicted: -0.2376050353050232
2023-08-04 22:43:55,085 - ALEXANDERBAAI - INFO - Date 2010-01-03 15:00:00 Index 63 - Actual: 0.26956521739130435, Predicted: -0.45267900824546814
2023-08-04 22:43:55,241 - ALEXANDERBAAI - INFO - Date 2010-01-03 16:00:00 Index 64 - Actual: 0.24347826086956537, Predicted: 4.231940746307373
2023-08-04 22:43:55,442 - ALEXANDERBAAI - INFO - Date 2010-01-03 17:00:00 Index 65 - Actual: 0.19130434782608696, Predicted: -0.15475031733512878
2023-08-04 22:43:55,617 - ALEXANDERBAAI - INFO - Date 2010-01-03 18:00:00 Index 66 - Actual: 0.21739130434782616, Predicted: -0.4201120436191559
2023-08-04 22:43:55,755 - ALEXANDERBAAI - INFO - Date 2010-01-03 19:00:00 Index 67 - Actual: 0.20000000000000018, Predicted: 4.046496391296387
2023-08-04 22:43:55,891 - ALEXANDERBAAI - INFO - Date 2010-01-03 20:00:00 Index 68 - Actual: 0.20869565217391317, Predicted: -0.28364986181259155
2023-08-04 22:43:56,032 - ALEXANDERBAAI - INFO - Date 2010-01-03 21:00:00 Index 69 - Actual: 0.817391304347826, Predicted: -0.1239757239818573
2023-08-04 22:43:56,172 - ALEXANDERBAAI - INFO - Date 2010-01-03 22:00:00 Index 70 - Actual: 0.791304347826087, Predicted: 3.773495674133301
2023-08-04 22:43:56,309 - ALEXANDERBAAI - INFO - Date 2010-01-03 23:00:00 Index 71 - Actual: 0.7217391304347827, Predicted: 0.059286512434482574
2023-08-04 22:43:56,448 - ALEXANDERBAAI - INFO - Date 2010-01-04 00:00:00 Index 72 - Actual: 0.3826086956521737, Predicted: -0.4607420563697815
2023-08-04 22:43:56,593 - ALEXANDERBAAI - INFO - Date 2010-01-04 01:00:00 Index 73 - Actual: 0.4086956521739129, Predicted: 4.134186744689941
2023-08-04 22:43:56,747 - ALEXANDERBAAI - INFO - Date 2010-01-04 02:00:00 Index 74 - Actual: 0.3826086956521737, Predicted: -0.4252038896083832
2023-08-04 22:43:56,891 - ALEXANDERBAAI - INFO - Date 2010-01-04 03:00:00 Index 75 - Actual: 0.6782608695652175, Predicted: -0.18171870708465576
2023-08-04 22:43:57,030 - ALEXANDERBAAI - INFO - Date 2010-01-04 04:00:00 Index 76 - Actual: 0.6869565217391302, Predicted: 4.08322811126709
2023-08-04 22:43:57,187 - ALEXANDERBAAI - INFO - Date 2010-01-04 05:00:00 Index 77 - Actual: 0.6608695652173915, Predicted: -0.010518580675125122
2023-08-04 22:43:57,327 - ALEXANDERBAAI - INFO - Date 2010-01-04 06:00:00 Index 78 - Actual: 0.5739130434782611, Predicted: -0.5055251121520996
2023-08-04 22:43:57,474 - ALEXANDERBAAI - INFO - Date 2010-01-04 07:00:00 Index 79 - Actual: 0.6086956521739131, Predicted: 4.199401378631592
2023-08-04 22:43:57,684 - ALEXANDERBAAI - INFO - Date 2010-01-04 08:00:00 Index 80 - Actual: 0.6173913043478263, Predicted: -0.2933257520198822
2023-08-04 22:43:57,868 - ALEXANDERBAAI - INFO - Date 2010-01-04 09:00:00 Index 81 - Actual: 0.6695652173913043, Predicted: -0.034843046218156815
2023-08-04 22:43:58,014 - ALEXANDERBAAI - INFO - Date 2010-01-04 10:00:00 Index 82 - Actual: 0.5130434782608695, Predicted: 3.880549907684326
2023-08-04 22:43:58,163 - ALEXANDERBAAI - INFO - Date 2010-01-04 11:00:00 Index 83 - Actual: 0.3913043478260869, Predicted: 0.236136332154274
2023-08-04 22:43:58,311 - ALEXANDERBAAI - INFO - Date 2010-01-04 12:00:00 Index 84 - Actual: 0.5913043478260871, Predicted: -0.6075095534324646
2023-08-04 22:43:58,469 - ALEXANDERBAAI - INFO - Date 2010-01-04 13:00:00 Index 85 - Actual: 0.4347826086956521, Predicted: 4.104846954345703
2023-08-04 22:43:58,625 - ALEXANDERBAAI - INFO - Date 2010-01-04 14:00:00 Index 86 - Actual: 0.6086956521739131, Predicted: -0.23806414008140564
2023-08-04 22:43:58,772 - ALEXANDERBAAI - INFO - Date 2010-01-04 15:00:00 Index 87 - Actual: 0.4173913043478261, Predicted: -0.29811009764671326
2023-08-04 22:43:58,918 - ALEXANDERBAAI - INFO - Date 2010-01-04 16:00:00 Index 88 - Actual: 0.4173913043478261, Predicted: 4.130904674530029
2023-08-04 22:43:59,072 - ALEXANDERBAAI - INFO - Date 2010-01-04 17:00:00 Index 89 - Actual: 0.5043478260869565, Predicted: -0.40173816680908203
2023-08-04 22:43:59,270 - ALEXANDERBAAI - INFO - Date 2010-01-04 18:00:00 Index 90 - Actual: 0.5130434782608695, Predicted: -0.09411285817623138
2023-08-04 22:43:59,418 - ALEXANDERBAAI - INFO - Date 2010-01-04 19:00:00 Index 91 - Actual: 0.3913043478260869, Predicted: 3.9663779735565186
2023-08-04 22:43:59,551 - ALEXANDERBAAI - INFO - Date 2010-01-04 20:00:00 Index 92 - Actual: 0.30434782608695654, Predicted: 0.31362125277519226
2023-08-04 22:43:59,683 - ALEXANDERBAAI - INFO - Date 2010-01-04 21:00:00 Index 93 - Actual: 0.6956521739130435, Predicted: 0.007527155801653862
2023-08-04 22:43:59,827 - ALEXANDERBAAI - INFO - Date 2010-01-04 22:00:00 Index 94 - Actual: 0.6173913043478263, Predicted: 4.013173580169678
2023-08-04 22:43:59,977 - ALEXANDERBAAI - INFO - Date 2010-01-04 23:00:00 Index 95 - Actual: 0.5652173913043479, Predicted: 0.004161588381975889
2023-08-04 22:44:00,122 - ALEXANDERBAAI - INFO - Date 2010-01-05 00:00:00 Index 96 - Actual: 0.6608695652173915, Predicted: 0.02695801481604576
2023-08-04 22:44:00,263 - ALEXANDERBAAI - INFO - Date 2010-01-05 01:00:00 Index 97 - Actual: 0.6956521739130435, Predicted: 3.959749937057495
2023-08-04 22:44:00,404 - ALEXANDERBAAI - INFO - Date 2010-01-05 02:00:00 Index 98 - Actual: 0.6173913043478263, Predicted: -0.04529814422130585
2023-08-04 22:44:00,546 - ALEXANDERBAAI - INFO - Date 2010-01-05 03:00:00 Index 99 - Actual: 0.7043478260869567, Predicted: -0.5056543946266174
2023-08-04 22:44:00,686 - ALEXANDERBAAI - INFO - Date 2010-01-05 04:00:00 Index 100 - Actual: 0.8521739130434782, Predicted: 4.1143670082092285
2023-08-04 22:44:00,826 - ALEXANDERBAAI - INFO - Date 2010-01-05 05:00:00 Index 101 - Actual: 0.7652173913043478, Predicted: -0.27199792861938477
